date_time,Wadon,Green Fire,Gold Star,ISS,Fjord Fun,Austrian white water,Netpun,Pirates of Bavaria,Dino Garden,Ferry Boat,temperature,weather,month,day_of_week,is_holiday
2020-01-19,16.80297397353971,16.896697246582438,16.887100847965378,16.914963811033648,5.415260887101247,5.441533640100924,5.663900446671345,8.411316617430169,8.130872185460062,8.526909640857886,9.721824230587005,sunny,1,6,False
2020-01-20,11.870026061901031,12.216335451127946,12.173204146441705,11.976388998222118,1.2221296057398428,1.1228321409534285,1.2370035527586463,3.5296298764567045,3.4546596397448828,3.5817649509122558,9.594409446933787,sunny,1,0,False
2020-01-21,12.113726780021983,12.089990888588567,12.17635022731541,11.958497630794911,1.42930117107666,1.4939127389864968,1.3415597411781974,3.6372513469367718,3.392277184554326,3.50983912060102,10.59063642588592,sunny,1,1,False
2020-01-22,11.67423492268086,11.564117029554813,11.681563132263884,11.775436742085715,1.1541986023751167,1.3056508319071671,1.215377036192089,3.260325228474805,3.3029298830999534,3.3775097104393765,9.497831149043156,sunny,1,2,False
2020-01-23,11.923762814737698,11.885161697023149,11.78538611015594,11.983555073016454,1.1779877280515652,1.4462442531703843,1.0510854106306418,3.230779679361104,3.2660239693492734,3.1491954237067303,10.21074732814012,sunny,1,3,False
2020-01-24,12.273833915939017,12.07911216176712,11.799423434793278,12.088925725797234,1.3681605439634559,1.3075780269225288,1.4746127428724602,3.495237578489219,3.6910134705450566,3.479691257865305,10.364044381058187,sunny,1,4,False
2020-01-25,16.593166115603655,16.794778437380625,16.72985630876742,16.673492176453326,5.634389221635453,5.463637503403697,5.444082006036922,7.961949338489799,8.205131564352001,8.074616432194622,9.900200348720388,sunny,1,5,False
2020-01-26,16.725296137011355,16.58057903250558,16.972159632159,16.562749391922413,5.547387683992287,5.43787240951232,5.188403248846652,8.351177852539132,8.39579853529213,8.01897641749265,10.406764696286887,sunny,1,6,False
2020-01-27,11.595091787466174,11.694395507601797,12.168402130200354,11.94586275195852,1.3091653935660175,1.2262643572961212,1.300084377959726,3.363878414780073,3.040587096145821,3.2477240419896223,9.674368081872393,sunny,1,0,False
2020-01-28,11.820552226867862,11.907918261410247,11.82269165707036,11.670244545286735,1.0868051389545286,1.0388301867558896,1.0947970385778216,3.202238671618959,3.4777210781782224,3.0604303636696897,11.065539240983332,sunny,1,1,False
2020-01-29,11.950478879242063,11.78276107184488,11.967950247009275,12.057533849008651,1.1988794780273393,1.2890206555469466,1.359014493349058,3.3189160614997806,3.426767853047096,3.481322083545432,10.390809844034704,sunny,1,2,False
2020-01-30,12.379281514768037,12.200646830647623,12.182312083744916,12.413296053228393,1.4282853235251851,1.5690928000961952,1.3987638909571587,3.497732080347719,3.583932460149549,3.587499950670171,9.400956259386609,sunny,1,3,False
2020-01-31,11.612306879334918,11.60918769279168,11.413122176277449,11.598622417588082,0.9877520414062991,1.0877856691374392,1.0393813016268585,2.9040960911335447,2.8168806856357365,3.0602513725726634,10.618481463972623,sunny,1,4,False
2020-02-01,16.74788202700023,16.979494583378095,16.857310710912888,16.95107998176843,5.321679897339917,5.446861509214515,5.719996236244089,8.131620836872283,8.421888582491695,8.293557347724624,10.386668638172862,sunny,2,5,False
2020-02-02,16.408633850948615,16.656730527310298,16.267710809925692,16.347877933866183,4.802896843747754,5.162575584459593,4.8908114785045855,7.380163056554814,7.717950951510854,7.463042613957761,9.694292035613584,sunny,2,6,False
2020-02-03,12.829838534787337,12.396181658565864,12.715459632884125,12.753211257992485,1.9127983549425094,1.9847467956278726,1.8677413161593608,4.151061875662828,4.15795989493515,4.123895704023785,9.96429383535178,sunny,2,0,False
2020-02-04,11.788278058969425,11.816934942040787,11.89252844270655,11.748137490383025,1.293349314729624,1.2113327274953045,1.0832270125725665,2.9604121955542344,3.06495841046871,3.1480555716245338,10.492253251330274,sunny,2,1,False
2020-02-05,11.785250704733487,12.010706406014279,11.86415309629819,12.180619075212263,1.5873034992115664,1.7385189864813533,1.6357926102478704,3.598365762670874,3.511692527357468,3.608487712129273,10.373717585551734,sunny,2,2,False
2020-02-06,11.287254970003987,11.052040393686369,11.136448009693117,11.32367475665862,0.8546113925218032,0.9180065623919882,0.7369080813124377,2.9163449055906248,2.9542660241572,2.5711031641618534,10.463410243299819,sunny,2,3,False
2020-02-07,12.282569903619715,12.110111177639295,12.055402321899178,12.012549739992949,1.5656406645913206,1.398084890256938,1.4680472256148,3.464975503102682,3.4405685692704195,3.3856787597414475,10.229383582489545,sunny,2,4,False
2020-02-08,16.584143545761673,16.496798638292237,16.537563788518302,16.48050173719366,4.990708578614721,5.12389453653983,4.910507698454118,7.585043647345071,7.773238563306417,7.82955630443569,9.587652008554796,sunny,2,5,False
2020-02-09,16.55544615759256,16.51829678826418,16.66566718964093,16.658683966759234,5.207574107586207,5.002430075190298,5.15136874727295,7.741125573585722,7.803912030883879,7.583346944835014,10.282967425044653,sunny,2,6,False
2020-02-10,11.471559275027424,11.787048500398228,11.686494458311728,11.610665261793514,0.9929650583122571,1.2217523067229894,1.0370561989527605,3.049271977324839,3.2559850076653394,3.205281141655752,10.659954024628638,sunny,2,0,False
2020-02-11,12.163107277669164,12.419753241832916,12.472161329255625,12.193014698789499,1.5447419169965801,1.4409813807469674,1.3419901711100903,3.643087642548849,3.619372880283428,3.855617852308148,10.12963985003799,sunny,2,1,False
2020-02-12,12.460452438028549,12.222789745313877,12.164035025702283,11.87131908252704,1.418180049398007,1.2902605813549923,1.4003252555184886,3.528112471083064,3.604166013677316,3.776288724230876,9.658891828733312,sunny,2,2,False
2020-02-13,12.142713685758563,12.43532555021747,12.538515575559508,12.4335306365787,1.4784585987036305,1.5411743313674469,1.3294317293895581,3.498678755581293,3.5722523244250595,3.8643191616861903,10.138990039835033,sunny,2,3,False
2020-02-14,11.88175448955925,12.111830248998196,12.020289668631408,12.014194520274339,1.2045187977300023,1.1970147051783893,1.055494572759059,3.3080333803937942,3.334309667091585,3.2905273010092,10.590576570663687,sunny,2,4,False
2020-02-15,16.920071642742883,17.048012783601454,16.939983691264025,16.963758094973375,5.500288456400156,5.481169254095035,5.2235827934915795,8.43279904198809,8.604901973963328,8.000760716997151,9.671908582002992,sunny,2,5,False
2020-02-16,16.658117221751272,16.733475015045673,16.712672213076466,16.612006347406176,5.101474861699397,5.159004010832047,5.2819791940677225,7.883339614837694,7.888379973480042,7.90099554334665,9.81028899595474,sunny,2,6,False
2020-02-17,11.475086035191369,11.755043055925817,11.38026812650923,11.67687252294654,1.2485759583336515,1.211776020809322,1.1866621178444068,3.2109032172649568,2.891206769950933,3.0651989225654037,10.11569546552268,sunny,2,0,False
2020-02-18,12.012300505265097,11.974407857614802,12.020280413538346,12.055227253450811,1.6552724690536618,1.163546512602321,1.577367447986316,3.427545234175445,3.2661637347875594,3.3640727944024054,9.74252532162413,sunny,2,1,False
2020-02-19,11.900033606010977,12.022032185665367,12.037611957633755,11.86344315966319,1.5001544652607868,1.6687232736861357,1.3981163705240796,3.529103495487691,3.151825797467952,3.519034689117774,10.481190559370473,sunny,2,2,False
2020-02-20,12.132358818218377,12.447346415055017,12.260570241637906,12.144145657859257,1.3611221715835937,1.4576507413458,1.4249904089165708,3.328053472725168,3.4154702144591127,3.66965063835081,10.089085558772153,sunny,2,3,False
2020-02-21,11.706599850904281,11.64440787322435,11.620781986067712,11.518989229139015,1.0753741286902272,1.0577400077412307,1.1637738507550723,3.0177609250604682,3.2218661131259925,2.8050851893538673,10.802887622404336,sunny,2,4,False
2020-02-22,16.5732804066873,16.643745593864157,16.463041460044582,16.628056929213276,5.1892027921939885,5.072886061415076,5.022023743994961,7.924441188926835,7.866376676206278,7.809749219732964,10.15429413790253,sunny,2,5,False
2020-02-23,16.68544191009282,16.425910940540472,16.750137763705695,16.605241836220593,5.400504790611308,5.35243860122543,5.140609428050303,7.948190796866284,7.947460692761303,8.191813715350138,10.515168262179998,sunny,2,6,False
2020-02-24,12.057630113316312,11.89846566577391,11.999207191997167,11.678770575320398,1.1445605060198563,1.0982239676001835,1.1201879850318102,2.983211853728726,3.139313200037359,3.390543075876284,10.112213484235491,sunny,2,0,False
2020-02-25,12.01835778843393,12.086342687496499,11.990246840295173,12.303840279133096,1.4877285983406365,1.5811821105105084,1.3375762539891503,3.666622747635158,3.603438208066004,3.5557623063144597,9.815878801943896,sunny,2,1,False
2020-02-26,11.760652531556955,11.977270798674278,11.963146385726285,12.27765550671774,1.0741229064284707,1.135626917902814,1.2743842528322311,3.250657511610982,3.2427264493418817,3.480371656820983,10.679538180184958,sunny,2,2,False
2020-02-27,11.922496968772938,11.976359976092533,11.913182367632217,11.966786567480838,1.342350589044849,1.007389402642752,1.4868633685435002,3.269876115019042,3.36653174341158,3.361197676209691,10.047320298722472,sunny,2,3,False
2020-02-28,12.223329131822439,12.138264756834777,12.021543291322345,12.082506951468545,1.5094068835224193,1.115514216211488,1.441616533314127,3.314667312934295,3.629207794949416,3.541292036214104,10.392919964735865,sunny,2,4,False
2020-02-29,16.732466884931792,16.78300842593887,16.634792325313217,16.58703828260172,5.366336506844491,5.180089493323815,5.065021780544099,7.841629271492771,7.908151112655301,7.721172502667945,9.035411169350184,sunny,2,5,False
2020-03-01,16.647084660533817,16.52782496414328,16.95635995414172,16.683515479432508,9.563371133428005,9.713985329363927,9.776257935561274,7.974124643727996,7.920078130318724,8.083193255824066,9.803222208806563,sunny,3,6,False
2020-03-02,11.837927825187139,11.991600345425654,12.247197791307654,11.984706647197667,5.100682981508906,5.29653854308458,5.121181159159009,3.126214840376433,3.5179097300626587,3.1188632120695075,10.143402661946991,sunny,3,0,False
2020-03-03,11.780048169349634,12.050175198040366,12.290309100739877,12.011212175045637,5.07823980793474,5.138809191932905,5.1158153737307135,3.4031898390892503,3.45652074635902,3.5625946189482076,10.233816258300092,sunny,3,1,False
2020-03-04,11.634230767647415,11.333475496086429,11.345270056503075,11.692398108868586,4.798750187278702,4.7378844593849285,4.598463497298394,2.722434261735998,3.1441597602622995,3.0346043298509127,9.869281161323277,sunny,3,2,False
2020-03-05,11.983494293728482,11.999370640049259,12.287612083438285,12.12370572135127,5.201612933948552,5.113526245999085,5.229487989123654,3.4097132805992456,3.351010305152549,3.4898855761883314,10.395842948945203,sunny,3,3,False
2020-03-06,11.781064551081165,11.759500018054448,11.717946690791655,11.630702827911124,4.902436097501831,4.932957134004845,4.7538772165385526,3.256405237611784,3.2852413595682832,3.1778535193077526,9.805160403408111,sunny,3,4,False
2020-03-07,16.45348014192687,16.378694657286214,16.42219021999991,16.411012048466258,9.59770553017532,9.777759462291913,9.66659414631828,7.867734433114047,7.73802316067288,7.750796648397063,9.997880872935765,sunny,3,5,False
2020-03-08,16.438259122894443,16.65235152874511,16.593445354845247,16.541217532582564,9.639812409969743,9.675930088365142,9.80309641410718,7.735162500850351,7.429371278605096,7.626915577947383,10.05892044393133,sunny,3,6,False
2020-03-09,12.630657554714558,12.124194023980445,12.418020223507893,12.134718624398914,5.318680769817737,5.439698599081239,5.612714923473072,3.6701171870915914,3.6148773726390626,3.576416622805366,10.307574527525311,sunny,3,0,False
2020-03-10,12.578759856101378,12.642388780550505,12.458576092619287,12.373667033213472,5.701778851835012,5.674066443727173,5.739429159449634,4.012668009031167,3.7849745671917954,4.1449021399803305,10.711598073173997,sunny,3,1,False
2020-03-11,11.558365348148683,11.756579957493008,11.57333991215757,11.323480979436077,4.805105072462,4.557506137854857,4.84392702327163,3.2047308466841447,3.136108167096054,3.2457175044186997,9.934557129696957,sunny,3,2,False
2020-03-12,11.870771596978663,12.175068429722536,12.024272490084101,11.744332082959204,5.121712676919392,5.0661897288834785,5.15840595667901,3.454686981796497,3.5755810762168583,3.6473697799390443,10.086230994783056,sunny,3,3,False
2020-03-13,11.828167653014653,11.792506064994349,11.761157754983758,11.984220065366491,4.740647170422288,4.928191592355158,5.062149694293776,3.5587105596086883,3.1809613480356176,3.175161004310936,10.409678613054062,sunny,3,4,False
2020-03-14,16.870035892628806,17.03897234379801,17.00186112869739,17.040477476252978,9.994659500725833,9.96229085234831,10.04241516838495,8.175906045534349,8.218226557748897,8.046143434612516,9.461703273165892,sunny,3,5,False
2020-03-15,16.4186795385512,16.1949409063855,16.129663651403323,16.341840923536342,9.38972932769512,9.357824692490611,9.2321482976603,7.43911847372346,7.680504018754584,7.280482118491622,10.760400137158578,sunny,3,6,False
2020-03-16,11.937727236356922,11.79474281353965,11.874883025811465,11.593321031339263,5.066647722336554,5.094382325045582,4.982566369469278,3.192473500351614,3.2307405357309844,3.25056762707997,10.450123558609352,sunny,3,0,False
2020-03-17,12.604210499363111,12.674673997251583,12.533307703549019,12.556682333722847,6.071400821667605,5.80715445357585,5.60514643003595,4.170169498807046,3.9192122305574206,3.9715952987158967,10.084066576637346,sunny,3,1,False
2020-03-18,12.494030674655365,12.322475543234768,12.546804320652313,12.462010497220872,5.40923994196496,5.329992882931081,5.448592807960066,3.7998770135307196,3.395855151252301,3.566662082653519,10.335528291008057,sunny,3,2,False
2020-03-19,11.978759136839038,11.820423084237481,11.970259264980868,12.19417296167296,4.983168481756247,5.050473532679887,5.313132822967925,3.3688361417394947,3.373141892505474,3.037230361971537,10.332903333039468,sunny,3,3,False
2020-03-20,11.951491818239683,12.29277623382175,12.299322023242803,12.473168433842341,5.464027296874106,5.532985517291729,5.348819966439919,3.7020680641356587,3.7690529008524822,3.6004932553613784,10.581182314303502,sunny,3,4,False
2020-03-21,16.60048184043071,16.20917295002067,16.40967883638166,16.446616548165405,9.612792492317414,9.410555147775987,9.428958802154005,7.9399588721089875,7.707104078904664,7.815006080538105,9.71784484305824,sunny,3,5,False
2020-03-22,16.953492917373897,16.886504075178483,17.104315929501663,16.918702431774765,10.174668614216733,10.08605395045913,9.935229723154299,8.40361534891245,8.04044455977995,8.16631977149366,9.666613934591304,sunny,3,6,False
2020-03-23,12.142221124533764,12.318810284898811,12.25847547239811,12.165892588494494,5.012531617338074,5.229875946871712,5.119263225861599,3.531028826767509,3.399939117120986,3.407972165339496,9.409034371126486,sunny,3,0,False
2020-03-24,12.13799675711399,12.15108576519071,12.061737734512016,12.165595162760214,5.5122952118349815,5.12580984665974,5.278782936827757,3.522004816542198,3.4336790797850743,3.5335312724105417,9.825445038753257,sunny,3,1,False
2020-03-25,11.90304843559098,11.702256196106033,11.802206330053266,11.59433206305026,5.0179381404889645,5.217367650826805,4.977149267908587,3.47076798077017,3.190505758403559,3.497493890045417,10.053543504083281,sunny,3,2,False
2020-03-26,12.611492207598198,12.555805017803188,12.521330017914659,12.292993603077543,5.539158894548382,5.6133224675754425,5.3480243541158154,3.9342151653354738,3.956329741668398,3.816942871093511,10.060090546544961,sunny,3,3,False
2020-03-27,11.780551588224645,11.827463411865404,11.89454264457522,11.753064647753106,4.806016721161427,4.957086452534409,5.213605564235853,3.3052544013329026,3.2802522961343183,3.161819194056226,9.839135142522696,sunny,3,4,False
2020-03-28,16.88067117259147,16.89708768744183,16.932636470750385,17.011051379661076,9.903855624427758,10.037855441566656,10.037905251821927,8.029147918163703,8.156312886384411,8.266362576194684,9.624480612549688,sunny,3,5,False
2020-03-29,16.799795942252583,16.974471305860565,16.81526087104718,16.652478199233556,10.192864252733925,9.990914294473548,9.939041255602353,8.157651837648006,8.228466785065644,8.314221690681597,9.379385840221554,sunny,3,6,False
2020-03-30,11.553599830873779,11.634037343715166,11.569957760114091,11.746393377131234,4.919664029210274,4.760345834211008,4.595220627226958,3.2939791528239994,3.0752966977496183,3.0663636765616875,9.641250331537037,sunny,3,0,False
2020-03-31,12.01232132983418,11.990582262515458,11.79823119230643,11.910575143951752,5.010473541223063,5.013751405214971,5.323893389698028,3.409150248108299,3.486362314065858,3.539974685038841,9.972340788978407,sunny,3,1,False
2020-04-01,12.1040574340989,11.763915664387598,11.87576457523708,11.689024200248634,4.679397137589774,5.004075699103328,4.958119489434754,3.3223585495976624,3.4600128987103265,3.2580091441317016,10.252802931265933,sunny,4,2,False
2020-04-02,11.968618066925899,11.793978787615217,11.976540947185299,11.966395786175047,5.1982939008058375,5.211585422151223,5.226012807105989,3.424226146582217,3.558492205572786,3.8160288584025586,9.950904727393299,sunny,4,3,False
2020-04-03,12.132139407031689,12.040226419743512,12.16657981728653,12.228285660470895,5.094790652383087,5.316600626269426,5.413519486090492,3.674351651836073,3.162307381553616,3.4368408115232025,9.955350773617246,sunny,4,4,False
2020-04-04,16.876526069458468,17.001883250502072,16.78181113869668,16.668956538931244,9.679565567800605,10.151535594953321,9.867051181363054,8.019043847731933,8.013975650725081,7.959554461250455,9.225380558843327,sunny,4,5,False
2020-04-05,16.252958589152296,16.05336403276478,16.12347670422398,16.061502546393776,9.50629977459392,9.123972765557026,9.076337124473154,7.589201489294122,7.458172269454363,7.544184561078633,9.140286304990878,sunny,4,6,False
2020-04-06,12.048654904246817,12.074603768111281,12.293840653075483,11.861317750343146,5.136756430091013,5.156144129931908,5.077638300496926,3.592528143562283,3.406756853344426,3.4069942514154232,10.145737811066487,sunny,4,0,False
2020-04-07,11.522535025223789,11.64195201938751,11.57112994977605,11.822222213101258,4.899937881893505,4.735598076369973,4.710446413240233,3.0924244801114873,3.1368608606141524,3.1360039113538174,10.651931872458317,sunny,4,1,False
2020-04-08,11.639427737404027,11.58210766481327,11.473764237889272,11.630376006709115,4.754624362174196,4.834967344283109,4.734740707607963,3.154293959741921,2.906711227880916,2.95426807903103,9.607907264209386,sunny,4,2,False
2020-04-09,12.539356168989679,12.610859118626637,12.530044831079023,12.520309167840592,5.742867255042394,5.8034933535388715,5.675922123041875,4.058025302422229,3.8088435219436962,3.7457660140326436,10.092215515810382,sunny,4,3,False
2020-04-10,12.255704064729798,12.103262532434501,12.187508123155133,12.107100422087376,5.353766495366812,5.32922678615888,5.2551112461912295,3.524411665965088,3.5690190488667497,3.446027077523349,10.519994468013929,sunny,4,4,False
2020-04-11,16.58094426222537,16.65228174284459,16.406151171236385,16.40432162779255,9.669254124808841,9.569132399387824,9.618759318217144,7.668740437426198,7.657098143917833,7.817874555134726,10.799850838972327,sunny,4,5,False
2020-04-12,16.260130579536437,16.1874395194985,15.870533435280931,15.955085094932693,9.286316638015498,9.254911720917542,9.280437548907194,7.406893748001337,7.363674763963396,7.396705903728024,10.86047360316615,sunny,4,6,False
2020-04-13,12.270335206370511,12.203633268400765,12.450329305453344,12.23566905513418,5.485560440392601,5.601816607532272,5.520519876356841,3.635060483269226,3.834246274226938,3.660470846833004,9.68947583334649,sunny,4,0,False
2020-04-14,11.627417373959817,11.727473039020587,11.763437086880138,11.99463528177749,4.818946644343072,4.87627892346588,4.9533291878465535,3.045996959765386,2.996587722148813,3.181295061157279,10.717902654810748,sunny,4,1,False
2020-04-15,11.642526666162814,11.764255269085709,11.665405671046159,11.593315131465452,4.916872489995662,4.808103245845036,4.888561911758828,2.8658969284633886,3.017758431627706,3.221360135101485,9.343506894664396,sunny,4,2,False
2020-04-16,12.143985106490796,12.068941694415203,12.005800414190162,12.001212845110507,5.4045361399733745,5.4753532643101375,5.700622519629249,3.623445069330522,3.6611161940225405,3.516510679052937,9.763696055359928,sunny,4,3,False
2020-04-17,11.864047791691688,11.87105838098809,11.93253549531262,12.336890107286237,5.165406363337023,5.0606175664828585,4.8764542597396465,3.240652338840285,3.3533997802751663,3.422814067368595,9.912921639099537,sunny,4,4,False
2020-04-18,16.51998610972267,16.977248551368444,16.617806606324308,16.543340827099563,9.885974061252501,9.811187335874418,9.64128357739061,7.917370492399557,7.803044532560631,7.939230662472266,10.311572472975561,sunny,4,5,False
2020-04-19,16.78426950689318,16.572819243790565,16.78678496786156,16.650362643032903,9.81924676098493,9.720337303133421,9.719772012798755,7.9310062128775405,8.151031122159935,7.741680622593347,9.922566093182715,sunny,4,6,False
2020-04-20,11.741723829196099,11.987664634269862,11.81981062316064,11.593906725933957,4.703468634294372,4.988722989637348,4.911997814910717,3.1259249087242615,3.1158093957084816,3.4544619137790704,9.563368725535527,sunny,4,0,False
2020-04-21,12.331928535336587,12.262909040342187,12.158663056096401,12.115723935779597,5.387318176625413,5.457426213569598,5.220270749817376,3.5934830593573044,3.612173154633771,3.877581995626326,10.204061343385822,sunny,4,1,False
2020-04-22,11.61982935452315,11.946950082790233,11.919996310979435,11.824053417353616,4.959697959369624,4.996102302062364,4.817205853648323,3.236434097082409,3.2179606892759445,3.1738152277863727,9.814183263997615,sunny,4,2,False
2020-04-23,12.26257604394415,12.49294437716969,12.079168202461794,12.468529944332303,5.299230590791558,5.421678709218489,5.203684752085991,3.6376347460323006,3.413732734671898,3.6364791277261754,10.697091173045697,sunny,4,3,False
2020-04-24,12.011806608268508,11.52644424153245,11.975758730333679,11.497244131973178,4.887442604423732,4.846273852985409,4.943036690312684,3.6942730379892605,3.4651330061418615,3.304959658119134,8.84028502169742,sunny,4,4,False
2020-04-25,16.137509751344474,16.058655474997913,16.055066235182068,16.23583494441716,9.121727373861974,9.199569772867331,9.339425162503442,7.505883051846414,7.565116616284715,7.1688570005346355,9.860688241001158,sunny,4,5,False
2020-04-26,16.64719198674772,16.438546435915054,16.40496325774615,16.6228667405247,9.59848326257862,9.671361998847567,9.714398815488876,7.726049257977924,7.640718323954219,7.9883638759857805,10.09818276252214,sunny,4,6,False
2020-04-27,12.094394927050317,11.782852081452077,11.91937169898088,12.023794052906226,5.274388884229752,5.177845640805582,5.081751830468468,3.461880229496794,3.372551071171842,3.3038077293767736,9.337261034888149,sunny,4,0,False
2020-04-28,11.954387239643642,11.93048386142996,11.942634391782088,12.046939166515228,4.962676433747715,5.067664102176704,5.117308368400889,3.3454970728054576,3.342656711172928,3.2636187596107384,9.647738286514167,sunny,4,1,False
2020-04-29,11.919704806243812,12.037498062979937,11.97705324559444,12.102635692378747,5.185390298519397,5.125514735607427,5.304936100359715,3.2231362476964525,3.4659602028243808,3.4687980184566665,10.646746848988977,sunny,4,2,False
2020-04-30,11.736660379351617,11.823646020933126,11.67791414961389,11.904176538977362,5.227304224547319,4.888942156580442,4.869606750583157,3.6861197771351706,3.457174722814973,3.434134709998091,9.679449605856755,sunny,4,3,False
2020-05-01,11.613157497210494,11.954682644072305,11.921377882646036,12.02042042165593,5.274224213664936,4.93320281295547,4.805651405051154,3.3557716783238445,3.463025968621775,3.211526565230031,10.105672690940454,sunny,5,4,False
2020-05-02,16.525397871478596,16.40134177299903,16.446137423218374,16.234718257136574,9.47148642010403,9.485502060239227,9.360934811200455,7.9134439874510685,7.859176933224173,7.904387328532612,9.368868317384958,sunny,5,5,False
2020-05-03,16.064168596503375,16.098269202639262,15.990442207150798,16.216529566280585,9.40648760395377,9.637409977062815,9.428113179632104,7.386861538377417,7.578206976669804,7.435877794183258,10.403483133123544,sunny,5,6,False
2020-05-04,11.971934947499221,11.91276347477735,11.91170838607353,11.9309862430564,5.125905871066013,4.827398551644091,4.763095688576853,3.3564467013733985,3.3346362698070795,3.371988891711537,10.753988454533909,sunny,5,0,False
2020-05-05,12.040951413058805,12.048334907190485,12.018740998388273,11.984396350714052,4.937553497110959,4.939783069788872,4.869954605630089,3.227550677033557,3.387449663518997,3.4672810218658676,10.046262419961447,sunny,5,1,False
2020-05-06,12.466161066455932,12.211090417440014,12.407127451237123,12.679900850190798,5.581773409746514,5.325117986372743,5.209883824160287,3.584895033353345,3.5136924794344164,3.704896581790828,10.810776286446497,sunny,5,2,False
2020-05-07,11.826090471795906,11.727908320562499,11.886614449536237,11.747827404248776,4.726215858410171,5.173674860781014,4.919057113180015,3.232030739658726,3.499949852461414,3.5491132937788237,10.932079349435094,sunny,5,3,False
2020-05-08,11.998816483452766,11.960289789409273,11.988614789986629,12.02101498395151,5.135264064305457,5.26331698424645,5.1557999697046535,3.4633039153653513,3.7442353364331336,3.5136581730667977,10.643578635030062,sunny,5,4,False
